"year_month","zip_code","accident_count","light_signal_based_complaint_open_less_than_1_week","road_infra_based_complaint_open_less_than_1_month","road_infra_based_complaint_open_less_than_1_week","light_signal_based_complaint_open_less_than_1_month","light_signal_based_complaint_open_a_month_or_more","road_infra_based_complaint_open_a_month_or_more","dep_infra_based_complaint_open_less_than_1_week","dep_infra_based_complaint_open_less_than_1_month","dep_infra_based_complaint_open_a_month_or_more"
2020-08-01,"10007",8,2,1,2,0,3,0,0,0,0
2020-08-01,"10009",18,2,0,12,0,0,0,0,0,0
2020-08-01,"10010",8,0,2,7,0,0,0,0,0,0
2020-08-01,"10011",12,1,0,12,0,0,0,0,0,0
2020-08-01,"10012",20,10,0,9,0,2,0,0,0,0
2020-08-01,"10013",29,10,0,8,0,0,0,0,0,0
2020-08-01,"10014",4,20,2,9,0,3,0,0,0,0
2020-08-01,"10016",34,0,0,40,0,0,0,0,0,0
2020-08-01,"10017",9,0,0,11,0,0,0,0,0,0
2020-08-01,"10018",25,0,0,6,0,0,0,0,0,0
2020-08-01,"10019",20,4,1,19,0,0,0,0,0,0
2020-08-01,"10020",1,0,0,0,0,0,0,0,0,0
2020-08-01,"10021",13,1,0,8,0,1,0,0,0,0
2020-08-01,"10022",22,0,1,8,0,1,0,0,0,0
2020-08-01,"10023",17,0,0,4,0,0,0,0,0,0
2020-08-01,"10024",7,2,1,5,0,0,0,0,0,0
2020-08-01,"10025",27,1,2,4,0,1,0,0,0,0
2020-08-01,"10026",18,0,0,2,0,0,0,0,0,0
2020-08-01,"10027",34,2,0,12,0,2,0,0,0,0
2020-08-01,"10028",6,0,0,3,0,0,0,0,0,0
2020-08-01,"10029",47,0,0,10,0,2,0,0,0,0
2020-08-01,"10030",20,0,0,2,0,0,0,0,0,0
2020-08-01,"10031",21,3,0,3,0,0,0,0,0,0
2020-08-01,"10032",50,0,0,11,0,3,0,0,0,0
2020-08-01,"10033",21,4,0,11,0,0,0,0,0,0
2020-08-01,"10034",16,3,0,3,0,0,0,0,0,0
2020-08-01,"10035",38,0,0,7,0,1,0,0,0,0
2020-08-01,"10036",12,2,0,3,0,0,0,0,0,0
2020-08-01,"10037",10,0,0,0,0,0,0,0,0,0
2020-08-01,"10038",6,4,0,5,0,1,0,0,0,0
2020-08-01,"10039",18,0,0,0,0,0,0,0,0,0
2020-08-01,"10040",6,6,0,4,0,1,0,0,0,0
2020-08-01,"10065",12,0,0,19,0,1,0,0,0,0
2020-08-01,"10069",2,0,0,0,0,0,0,0,0,0
2020-08-01,"10075",8,0,0,3,0,1,0,0,0,0
2020-08-01,"10128",21,1,0,7,0,1,0,0,0,0
2020-08-01,"10280",2,2,0,0,0,0,0,0,0,0
2020-08-01,"10282",1,1,0,0,0,0,0,0,0,0
2020-08-01,"11001",1,1,0,2,0,0,0,0,0,0
2020-08-01,"11004",8,9,2,0,0,0,1,0,0,0
2020-08-01,"11040",4,2,0,1,2,0,0,0,0,0
2020-08-01,"11101",58,12,7,19,2,1,0,0,0,0
2020-08-01,"11102",17,5,4,11,0,0,0,0,0,0
2020-08-01,"11103",22,2,3,7,0,0,0,0,0,0
2020-08-01,"11104",7,15,3,5,3,0,0,0,0,0
2020-08-01,"11105",7,4,3,7,0,0,1,0,0,0
2020-08-01,"11106",13,0,8,9,0,2,0,0,0,0
2020-08-01,"11208",1,0,0,0,0,0,0,0,0,0
2020-08-01,"11237",1,0,0,0,0,0,0,0,0,0
2020-08-01,"11354",26,10,11,3,2,2,0,0,0,0
2020-08-01,"11355",30,9,10,12,2,3,0,0,0,0
2020-08-01,"11356",11,19,6,1,9,0,0,0,0,0
2020-08-01,"11357",14,24,10,5,2,4,1,0,0,0
2020-08-01,"11358",12,11,8,14,4,7,0,0,0,0
2020-08-01,"11359",2,0,0,0,0,0,0,0,0,0
2020-08-01,"11360",5,1,2,2,1,0,0,0,0,0
2020-08-01,"11361",7,14,14,10,2,1,1,0,0,0
2020-08-01,"11362",7,4,6,1,0,1,0,0,0,0
2020-08-01,"11363",2,7,0,0,2,2,0,0,0,0
2020-08-01,"11364",8,12,6,7,4,0,0,0,0,0
2020-08-01,"11365",18,26,5,6,5,2,2,0,0,0
2020-08-01,"11366",13,9,6,3,4,1,0,0,0,0
2020-08-01,"11367",19,16,10,8,2,1,0,0,0,0
2020-08-01,"11368",87,27,7,18,3,1,0,0,0,0
2020-08-01,"11369",24,21,1,6,6,2,0,0,0,0
2020-08-01,"11370",23,16,4,6,2,1,0,0,0,0
2020-08-01,"11372",58,21,3,9,0,4,0,0,0,0
2020-08-01,"11373",47,17,3,7,5,2,0,0,0,0
2020-08-01,"11374",14,25,8,3,4,3,0,0,0,0
2020-08-01,"11375",21,28,10,12,2,4,0,0,0,0
2020-08-01,"11377",49,49,2,13,5,5,0,0,0,0
2020-08-01,"11378",29,29,8,9,3,8,0,0,0,0
2020-08-01,"11379",24,28,19,11,0,10,0,0,0,0
2020-08-01,"11385",94,74,14,25,11,9,0,0,0,0
2020-08-01,"11411",27,14,6,5,5,1,0,0,0,0
2020-08-01,"11412",34,26,6,18,3,3,1,0,0,0
2020-08-01,"11413",40,16,12,10,5,4,0,0,0,0
2020-08-01,"11414",15,21,5,11,3,6,1,0,0,0
2020-08-01,"11415",7,6,2,0,0,2,0,0,0,0
2020-08-01,"11416",12,20,7,8,5,5,1,0,0,0
2020-08-01,"11417",24,12,14,11,4,0,2,0,0,0
2020-08-01,"11418",16,9,2,7,1,3,1,0,0,0
2020-08-01,"11419",19,15,4,3,5,0,1,0,0,0
2020-08-01,"11420",40,29,8,8,6,7,3,0,0,0
2020-08-01,"11421",23,13,5,9,2,2,0,0,0,0
2020-08-01,"11422",47,10,5,9,0,3,0,0,0,0
2020-08-01,"11423",21,20,8,4,1,2,0,0,1,0
2020-08-01,"11426",6,12,1,0,1,1,1,0,0,0
2020-08-01,"11427",12,13,2,5,6,0,0,0,0,0
2020-08-01,"11428",8,5,5,3,2,0,2,0,0,0
2020-08-01,"11429",29,8,3,7,3,2,1,0,0,0
2020-08-01,"11432",45,21,6,4,5,5,2,0,0,0
2020-08-01,"11433",32,20,2,6,0,1,0,0,0,0
2020-08-01,"11434",67,31,8,9,5,11,2,0,0,0
2020-08-01,"11435",43,14,4,12,0,5,1,0,0,0
2020-08-01,"11436",16,9,1,2,1,1,0,0,0,0
2020-08-01,"11691",38,30,5,12,3,3,2,0,0,0
2020-08-01,"11692",10,6,2,4,3,0,0,0,0,0
2020-08-01,"11693",11,10,0,4,0,3,0,0,0,0
2020-08-01,"11694",6,23,3,7,2,3,1,0,0,0
2020-08-01,"11695",1,0,0,0,0,0,0,0,0,0
2020-08-01,"11697",2,1,0,0,0,0,0,0,0,0
2020-08-01,"10301",29,39,0,16,3,1,0,0,0,0
2020-08-01,"10304",40,27,0,13,4,0,0,0,0,0
2020-08-01,"10305",24,32,0,15,5,2,0,0,0,0
2020-08-01,"10306",24,65,1,18,3,2,0,0,0,0
2020-08-01,"10307",5,7,0,14,1,1,0,0,0,0
2020-08-01,"10308",5,18,0,19,2,2,0,0,0,0
2020-08-01,"10309",16,24,0,13,0,0,0,0,0,0
2020-08-01,"10310",26,11,1,17,1,0,0,0,0,0
2020-08-01,"10312",22,52,1,26,6,3,0,0,0,0
2020-08-01,"10314",7,62,3,32,1,4,0,0,0,0
2020-09-01,"10451",42,6,0,3,0,1,0,0,0,0
2020-09-01,"10452",44,11,0,2,0,1,0,0,0,0
2020-09-01,"10453",27,4,1,6,0,1,0,0,0,0
2020-09-01,"10454",42,6,0,6,0,0,0,0,0,0
2020-09-01,"10455",36,5,0,6,1,0,0,0,0,0
2020-09-01,"10456",59,9,0,5,0,1,0,0,0,0
2020-09-01,"10457",80,8,0,10,2,0,0,0,0,0
2020-09-01,"10458",37,13,0,6,0,2,0,0,0,0
2020-09-01,"10459",58,20,0,10,0,3,2,0,0,0
2020-09-01,"10460",68,3,0,7,1,1,0,0,0,0
2020-09-01,"10461",42,22,1,5,1,3,1,0,0,0
2020-09-01,"10462",47,14,1,9,3,1,0,0,0,0
2020-09-01,"10463",32,3,6,10,1,2,0,0,0,0
2020-09-01,"10464",6,7,0,2,2,0,0,0,0,0
2020-09-01,"10465",34,32,3,8,1,0,0,0,0,0
2020-09-01,"10466",60,26,1,11,0,0,0,0,0,0
2020-09-01,"10467",67,15,1,9,1,1,0,0,0,0
2020-09-01,"10468",41,7,0,6,1,2,0,0,0,0
2020-09-01,"10469",55,37,1,9,4,1,0,0,0,0
2020-09-01,"10470",19,2,0,6,0,0,0,0,0,0
2020-09-01,"10471",18,1,1,8,0,0,0,0,0,0
2020-09-01,"10472",48,31,0,4,1,0,0,0,0,0
2020-09-01,"10473",28,23,2,6,1,1,1,0,0,0
2020-09-01,"10474",23,22,0,13,1,2,0,0,0,0
2020-09-01,"10475",32,18,0,3,2,0,0,0,0,0
2020-09-01,"11201",43,30,0,12,2,5,1,0,0,0
2020-09-01,"11203",90,11,0,10,3,5,0,0,0,0
2020-09-01,"11204",34,27,2,7,2,2,2,0,0,0
2020-09-01,"11205",31,13,0,7,0,2,0,0,0,0
2020-09-01,"11206",59,16,0,12,0,2,0,0,0,0
2020-09-01,"11207",150,33,2,17,0,5,0,0,0,0
2020-09-01,"11208",109,21,1,28,1,5,2,0,0,0
2020-09-01,"11209",31,20,0,19,1,4,0,0,0,0
2020-09-01,"11210",47,10,0,12,0,2,1,0,0,0
2020-09-01,"11211",53,12,2,21,1,1,2,0,0,0
2020-09-01,"11212",95,22,0,19,0,3,1,0,0,0
2020-09-01,"11213",45,23,1,11,2,0,2,0,0,0
2020-09-01,"11214",36,19,0,16,2,7,2,0,0,0
2020-09-01,"11215",45,21,3,16,1,5,1,0,0,0
2020-09-01,"11216",26,19,2,6,1,4,0,0,0,0
2020-09-01,"11217",37,11,2,12,0,0,0,0,0,0
2020-09-01,"11218",28,15,1,16,2,4,1,0,0,0
2020-09-01,"11219",46,25,0,10,1,4,1,0,0,0
2020-09-01,"11220",49,28,2,22,1,5,0,0,0,0
2020-09-01,"11221",50,24,1,18,1,2,0,0,0,0
2020-09-01,"11222",31,14,0,29,0,3,3,0,0,0
2020-09-01,"11223",38,15,2,20,0,0,9,0,0,0
2020-09-01,"11224",18,2,1,6,0,1,2,0,0,0
2020-09-01,"11225",36,15,2,3,0,1,0,0,0,0
2020-09-01,"11226",81,10,1,11,0,1,0,0,0,0
2020-09-01,"11228",21,24,0,10,0,2,0,0,0,0
2020-09-01,"11229",39,10,1,16,4,2,2,0,0,0
2020-09-01,"11230",51,21,4,14,1,1,1,0,0,0
2020-09-01,"11231",22,12,0,19,0,2,0,0,0,0
2020-09-01,"11232",18,7,0,28,0,1,0,0,0,0
2020-09-01,"11233",65,12,3,15,1,4,0,0,0,0
2020-09-01,"11234",86,34,10,38,0,4,2,0,0,0
2020-09-01,"11235",52,13,0,10,2,0,0,0,0,0
2020-09-01,"11236",102,10,3,31,3,3,2,0,0,0
2020-09-01,"11237",31,11,0,22,0,2,2,0,0,0
2020-09-01,"11238",37,8,1,11,1,1,0,0,0,0
2020-09-01,"11239",9,4,0,0,0,0,0,0,0,0
2020-09-01,"11249",27,4,0,19,0,4,1,0,0,0
2020-09-01,"11251",1,0,0,1,0,0,0,0,0,0
2020-09-01,"10000",2,0,0,1,0,0,0,0,0,0
2020-09-01,"10001",29,0,1,18,0,0,1,0,0,0
2020-09-01,"10002",37,18,1,8,2,3,0,0,0,0
2020-09-01,"10003",16,0,0,20,0,0,0,0,0,0
2020-09-01,"10004",3,2,1,0,1,0,0,0,0,0
2020-09-01,"10005",1,2,0,0,0,0,0,0,0,0
2020-09-01,"10006",3,1,0,1,1,0,0,0,0,0
2020-09-01,"10007",14,7,0,5,2,1,0,0,0,0
2020-09-01,"10009",15,0,0,8,0,0,0,0,0,0
2020-09-01,"10010",17,0,2,11,0,0,0,0,0,0
2020-09-01,"10011",18,0,0,21,0,2,0,0,0,0
2020-09-01,"10012",14,7,0,3,1,3,0,0,0,0
2020-09-01,"10013",26,23,0,8,0,2,0,0,0,0
2020-09-01,"10014",3,10,1,7,0,1,0,0,0,0
2020-09-01,"10016",30,1,0,30,0,0,3,0,0,0
2020-09-01,"10017",10,0,1,10,0,0,0,0,0,0
2020-09-01,"10018",11,0,0,3,0,0,0,0,0,0
2020-09-01,"10019",34,1,0,21,0,0,0,0,0,0
2020-09-01,"10021",16,0,0,8,0,2,0,0,0,0
2020-09-01,"10022",21,0,1,6,0,0,0,0,0,0
2020-09-01,"10023",16,1,0,13,0,0,0,0,0,0
2020-09-01,"10024",16,1,2,15,0,0,0,0,0,0
2020-09-01,"10025",23,0,3,7,1,0,0,0,0,0
2020-09-01,"10026",25,1,0,2,0,0,0,0,0,0
2020-09-01,"10027",27,1,0,7,0,1,0,0,0,0
2020-09-01,"10028",11,0,0,5,0,1,0,0,0,0
2020-09-01,"10029",39,0,1,8,0,1,0,0,0,0
2020-09-01,"10030",10,0,0,2,0,0,0,0,0,0
2020-09-01,"10031",15,0,0,5,0,0,0,0,0,0
2020-09-01,"10032",38,1,2,5,0,0,0,0,0,0
2020-09-01,"10033",23,1,0,9,0,0,0,0,0,0
2020-09-01,"10034",15,4,0,7,0,0,0,0,0,0
2020-09-01,"10035",43,0,2,2,0,2,0,0,0,0
2020-09-01,"10036",30,1,0,8,0,0,0,0,0,0
2020-09-01,"10037",6,0,0,0,0,0,0,0,0,0
2020-09-01,"10038",11,8,0,3,0,0,0,0,0,0
2020-09-01,"10039",9,0,1,2,0,0,0,0,0,0
2020-09-01,"10040",7,3,0,1,1,0,0,0,0,0
2020-09-01,"10065",17,1,1,6,0,1,0,0,0,0
2020-09-01,"10069",1,0,0,0,0,0,0,0,0,0
2020-09-01,"10075",5,0,0,9,0,0,2,0,0,0
2020-09-01,"10128",18,1,0,3,0,0,0,0,0,0
2020-09-01,"10153",1,0,0,0,0,0,0,0,0,0
2020-09-01,"10172",1,0,0,0,0,0,0,0,0,0
2020-09-01,"10280",1,1,0,0,0,0,0,0,0,0
2020-09-01,"10282",1,0,0,2,0,0,0,0,0,0
2020-09-01,"11001",5,0,1,0,0,0,0,0,0,0
2020-09-01,"11004",5,4,0,0,0,0,0,0,0,0
2020-09-01,"11005",1,0,0,0,0,0,0,0,0,0
2020-09-01,"11040",2,0,0,0,1,0,0,0,0,0
2020-09-01,"11101",69,10,6,21,2,3,3,0,0,0
2020-09-01,"11102",18,0,6,4,0,0,0,0,0,0
2020-09-01,"11103",16,2,6,1,0,1,0,0,0,0
2020-09-01,"11104",11,9,6,12,0,3,1,0,0,0
2020-09-01,"11105",17,1,8,5,1,0,0,0,0,0
2020-09-01,"11106",18,1,9,9,0,0,0,0,0,0
2020-09-01,"11109",1,0,0,0,0,0,0,0,0,0
2020-09-01,"11208",3,0,0,0,0,0,0,0,0,0
2020-09-01,"11237",1,0,0,0,0,0,0,0,0,0
2020-09-01,"11354",25,9,7,9,2,0,2,0,0,0
2020-09-01,"11355",36,8,9,8,0,2,1,0,0,0
2020-09-01,"11356",19,7,8,10,0,2,1,0,0,0
2020-09-01,"11357",15,14,10,12,0,1,1,0,0,0
2020-09-01,"11358",14,16,6,6,1,3,1,0,0,0
2020-09-01,"11360",4,3,1,3,0,1,0,0,0,0
2020-09-01,"11361",11,11,10,3,2,0,1,0,0,0
2020-09-01,"11362",6,2,8,10,2,0,1,0,0,0
2020-09-01,"11363",2,2,1,4,1,1,0,0,0,0
2020-09-01,"11364",7,18,3,6,2,1,0,0,0,0
2020-09-01,"11365",11,20,3,5,0,0,0,0,0,0
2020-09-01,"11366",8,7,4,3,0,0,0,0,0,0
2020-09-01,"11367",20,18,13,13,3,1,0,0,0,0
2020-09-01,"11368",77,14,5,3,3,4,0,0,0,0
2020-09-01,"11369",28,11,5,1,1,0,0,0,0,0
2020-09-01,"11370",16,5,2,1,1,0,0,0,0,0
2020-09-01,"11372",43,16,5,5,0,3,0,0,0,0
2020-09-01,"11373",47,19,4,16,0,1,0,0,0,0
2020-09-01,"11374",13,13,6,9,0,1,0,0,0,0
2020-09-01,"11375",26,28,21,15,1,3,0,0,0,0
2020-09-01,"11377",42,32,7,4,2,3,0,0,0,0
2020-09-01,"11378",36,21,9,9,1,1,1,0,0,0
2020-09-01,"11379",23,15,6,26,0,0,0,0,0,0
2020-09-01,"11385",89,20,29,17,2,2,0,0,0,0
2020-09-01,"11411",15,13,8,11,1,2,0,0,0,0
2020-09-01,"11412",33,10,3,4,2,1,1,0,0,0
2020-09-01,"11413",56,16,12,7,1,3,0,0,0,0
2020-09-01,"11414",17,18,3,7,1,7,0,0,0,0
2020-09-01,"11415",7,5,1,1,0,0,1,0,0,0
2020-09-01,"11416",16,10,7,9,0,1,3,0,0,0
2020-09-01,"11417",31,11,4,10,0,2,0,0,0,0
2020-09-01,"11418",20,10,0,12,1,3,1,0,0,0
2020-09-01,"11419",23,5,2,3,2,1,8,0,0,0
2020-09-01,"11420",39,15,7,14,2,2,4,0,0,0
2020-09-01,"11421",24,18,1,9,2,3,0,0,0,0
2020-09-01,"11422",26,3,4,4,4,2,0,0,0,0
2020-09-01,"11423",24,21,6,9,1,4,1,0,0,0
2020-09-01,"11426",7,10,0,3,0,0,0,0,0,0
2020-09-01,"11427",10,9,5,8,0,2,1,0,0,0
2020-09-01,"11428",13,5,5,2,0,1,0,0,0,0
2020-09-01,"11429",26,6,1,6,2,0,0,0,0,0
2020-09-01,"11430",5,0,0,0,0,0,0,0,0,0
2020-09-01,"11432",38,24,5,12,3,4,1,0,0,0
2020-09-01,"11433",20,12,3,13,2,2,0,0,0,0
2020-09-01,"11434",74,15,5,5,2,4,1,0,0,0
2020-09-01,"11435",44,17,3,6,3,2,0,0,0,0
2020-09-01,"11436",11,8,2,1,0,0,1,0,0,0
2020-09-01,"11691",40,17,5,3,2,3,0,0,0,0
2020-09-01,"11692",8,7,1,1,0,0,0,0,0,0
2020-09-01,"11693",7,5,0,0,0,0,0,0,0,0
2020-09-01,"11694",14,20,5,1,0,2,0,0,0,0
2020-09-01,"10301",31,31,0,21,0,1,1,0,0,0
2020-09-01,"10304",25,24,1,7,1,1,1,0,0,0
2020-09-01,"10305",26,26,2,15,3,2,0,0,0,0
2020-09-01,"10306",28,27,3,20,3,0,0,0,0,0
2020-09-01,"10307",3,2,0,2,0,1,0,0,0,0
2020-09-01,"10308",9,22,1,13,2,1,0,0,0,0
2020-09-01,"10309",13,19,2,18,1,1,0,0,0,0
2020-09-01,"10310",19,16,2,7,0,0,0,0,0,0
2020-09-01,"10312",14,26,4,26,6,0,0,0,0,0
2020-09-01,"10314",8,46,0,31,3,9,0,0,0,0
2020-10-01,"10451",57,0,4,6,0,1,0,0,0,0
2020-10-01,"10452",38,9,1,7,3,1,0,1,0,0
2020-10-01,"10453",23,7,1,4,0,0,0,0,0,0
2020-10-01,"10454",50,6,1,6,0,1,0,0,0,0
2020-10-01,"10455",33,11,0,6,0,4,0,0,0,0
2020-10-01,"10456",67,20,0,2,1,2,0,0,0,0
2020-10-01,"10457",50,7,1,4,0,0,0,0,0,0
2020-10-01,"10458",52,6,0,7,1,1,0,0,0,0
2020-10-01,"10459",39,28,4,15,1,2,0,0,0,0
2020-10-01,"10460",55,13,2,8,0,2,0,0,0,0
2020-10-01,"10461",36,33,2,5,3,1,0,0,0,0
2020-10-01,"10462",40,21,0,2,0,3,0,0,0,0
2020-10-01,"10463",26,9,1,14,0,4,1,0,0,0
2020-10-01,"10464",5,9,0,3,0,2,0,0,0,0
2020-10-01,"10465",31,18,3,2,2,2,0,0,0,0
2020-10-01,"10466",52,14,0,10,0,0,0,0,0,0
2020-10-01,"10467",57,17,1,6,0,1,0,0,0,0
2020-10-01,"10468",51,11,2,11,1,0,0,0,0,0
2020-10-01,"10469",37,30,1,15,1,2,0,0,0,0
2020-10-01,"10470",27,1,0,3,1,0,0,0,0,0
2020-10-01,"10471",11,1,1,6,2,3,0,0,0,0
2020-10-01,"10472",40,33,0,6,0,3,0,0,0,0
2020-10-01,"10473",28,41,1,8,3,2,0,0,0,0
2020-10-01,"10474",19,27,0,6,5,0,1,0,0,0
2020-10-01,"10475",25,4,1,6,1,0,0,0,0,0
2020-10-01,"11201",36,40,3,12,4,9,0,0,0,0
2020-10-01,"11203",71,21,4,10,0,3,1,0,0,0
2020-10-01,"11204",28,25,4,6,0,9,0,0,0,0
2020-10-01,"11205",24,12,2,13,1,6,1,0,0,0
2020-10-01,"11206",55,20,0,25,3,9,0,0,0,0
2020-10-01,"11207",96,35,2,18,10,6,0,0,0,0
2020-10-01,"11208",74,40,1,22,5,6,2,0,0,0
2020-10-01,"11209",24,28,4,14,4,1,1,0,0,0
2020-10-01,"11210",36,20,3,26,1,2,1,0,0,0
2020-10-01,"11211",46,30,0,29,4,5,2,0,0,0
2020-10-01,"11212",82,17,2,12,1,5,0,0,0,0
2020-10-01,"11213",33,32,1,13,2,5,2,0,0,0
2020-10-01,"11214",38,37,2,20,5,12,3,0,0,0
2020-10-01,"11215",32,41,5,22,0,3,1,0,0,0
2020-10-01,"11216",19,21,2,9,1,1,1,0,0,0
2020-10-01,"11217",40,19,2,11,3,5,1,0,0,0
2020-10-01,"11218",37,17,3,23,1,0,2,0,0,0
2020-10-01,"11219",35,39,1,12,3,4,0,0,0,0
2020-10-01,"11220",39,32,2,14,5,3,1,0,0,0
2020-10-01,"11221",48,21,2,33,1,3,0,0,0,0
2020-10-01,"11222",39,12,3,23,2,3,1,0,0,0
2020-10-01,"11223",36,18,1,26,0,2,2,0,0,0
2020-10-01,"11224",30,5,1,7,0,3,0,0,0,0
2020-10-01,"11225",23,21,0,5,0,3,0,0,0,0
2020-10-01,"11226",72,15,1,11,1,4,0,0,0,0
2020-10-01,"11228",18,15,1,29,1,2,2,0,0,0
2020-10-01,"11229",18,8,1,20,2,4,3,0,0,0
2020-10-01,"11230",38,17,2,15,2,2,0,0,0,0
2020-10-01,"11231",22,14,1,12,1,3,0,0,0,0
2020-10-01,"11232",23,26,0,20,3,3,2,0,0,0
2020-10-01,"11233",60,20,1,12,2,7,1,0,0,0
2020-10-01,"11234",45,29,1,22,3,3,2,0,0,0
2020-10-01,"11235",47,18,2,17,1,3,0,0,0,0
2020-10-01,"11236",69,24,2,16,7,0,2,0,0,0
2020-10-01,"11237",36,14,2,27,0,2,0,0,0,0
2020-10-01,"11238",31,16,7,20,0,1,4,0,0,0
2020-10-01,"11239",14,3,0,1,1,1,0,0,0,0
2020-10-01,"11249",18,7,0,10,0,0,0,0,0,0
2020-10-01,"10000",1,0,0,1,0,0,0,0,0,0
2020-10-01,"10001",25,0,0,25,0,2,1,0,0,0
2020-10-01,"10002",43,28,1,17,2,2,0,0,0,0
2020-10-01,"10003",23,2,0,25,0,0,1,0,0,0
2020-10-01,"10004",5,2,0,3,0,0,0,0,0,0
2020-10-01,"10005",3,3,0,5,0,0,0,0,0,0
2020-10-01,"10006",5,2,0,3,0,0,0,0,0,0
2020-10-01,"10007",14,8,0,13,0,1,0,0,0,0
2020-10-01,"10009",9,1,1,11,0,0,0,0,0,0
2020-10-01,"10010",11,0,6,11,0,0,0,0,0,0
2020-10-01,"10011",12,2,2,26,0,0,0,0,0,0
2020-10-01,"10012",16,16,0,8,0,2,0,0,0,0
2020-10-01,"10013",25,31,0,12,0,2,0,0,0,0
2020-10-01,"10014",9,17,0,15,1,4,0,0,0,0
2020-10-01,"10016",30,0,3,33,1,0,0,0,0,0
2020-10-01,"10017",17,0,4,6,0,1,0,0,0,0
2020-10-01,"10018",20,0,0,11,0,0,0,0,0,0
2020-10-01,"10019",28,3,0,32,0,0,0,0,0,0
2020-10-01,"10020",2,0,0,0,0,0,0,0,0,0
2020-10-01,"10021",12,0,1,13,0,1,0,0,0,0
2020-10-01,"10022",24,1,2,27,0,0,0,0,0,0
2020-10-01,"10023",13,0,1,18,0,0,0,0,0,0
2020-10-01,"10024",15,0,3,12,0,1,0,0,0,0
2020-10-01,"10025",16,1,0,15,0,0,0,1,0,0
2020-10-01,"10026",18,0,0,2,0,2,0,0,0,0
2020-10-01,"10027",35,4,1,6,0,0,0,0,0,0
2020-10-01,"10028",10,0,0,24,0,0,0,0,0,0
2020-10-01,"10029",27,0,0,5,0,0,0,0,0,0
2020-10-01,"10030",8,1,0,1,0,0,0,0,0,0
2020-10-01,"10031",12,2,0,1,0,0,0,0,0,0
2020-10-01,"10032",23,0,1,13,0,0,0,0,0,0
2020-10-01,"10033",15,5,0,11,0,0,0,0,0,0
2020-10-01,"10034",16,23,0,6,1,1,0,0,0,0
2020-10-01,"10035",40,0,1,2,0,3,0,0,0,0
2020-10-01,"10036",17,0,1,21,0,2,0,0,0,0
2020-10-01,"10037",12,0,1,1,0,0,0,0,0,0
2020-10-01,"10038",9,6,0,3,0,1,0,0,0,0
2020-10-01,"10039",6,0,0,5,0,0,0,0,0,0
2020-10-01,"10040",9,18,0,7,0,3,0,0,0,0
2020-10-01,"10065",18,1,0,40,0,1,0,0,0,0
2020-10-01,"10069",1,0,0,0,0,0,0,0,0,0
2020-10-01,"10075",7,0,0,9,0,0,0,0,0,0
2020-10-01,"10112",1,0,0,0,0,0,0,0,0,0
2020-10-01,"10128",18,1,0,12,0,2,0,0,0,0
2020-10-01,"10168",1,0,0,0,0,0,0,0,0,0
2020-10-01,"10278",1,1,0,0,0,0,0,0,0,0
2020-10-01,"11001",1,0,1,1,1,0,0,0,0,0
2020-10-01,"11004",12,2,0,2,0,0,0,0,0,0
2020-10-01,"11101",57,19,12,23,1,4,2,0,0,0
2020-10-01,"11102",18,1,8,4,0,2,0,0,0,0
2020-10-01,"11103",21,1,1,5,0,0,0,0,0,0
2020-10-01,"11104",10,3,3,3,0,0,0,0,0,0
2020-10-01,"11105",17,4,4,8,1,0,0,0,0,0
2020-10-01,"11106",23,5,7,8,1,0,0,0,0,0
2020-10-01,"11109",1,1,0,0,0,0,0,0,0,0
2020-10-01,"11208",1,0,0,0,0,0,0,0,0,0
2020-10-01,"11354",33,12,4,17,2,5,0,0,0,0
2020-10-01,"11355",20,17,18,13,2,2,0,0,0,0
2020-10-01,"11356",15,8,9,7,3,0,1,0,0,0
2020-10-01,"11357",15,15,15,9,2,2,3,0,0,0
2020-10-01,"11358",17,13,19,14,1,3,1,0,0,0
2020-10-01,"11360",3,0,0,1,0,0,1,0,0,0
2020-10-01,"11361",11,6,5,13,1,1,1,0,0,0
2020-10-01,"11362",2,4,2,3,1,0,0,0,0,0
2020-10-01,"11363",3,3,7,3,1,0,4,0,0,0
2020-10-01,"11364",11,12,2,8,2,4,2,0,0,0
2020-10-01,"11365",12,13,4,11,0,0,1,0,0,0
2020-10-01,"11366",9,1,5,2,1,0,1,0,0,0
2020-10-01,"11367",21,13,7,3,0,2,1,0,0,0
2020-10-01,"11368",54,25,7,15,4,5,0,0,0,0
2020-10-01,"11369",21,25,4,6,0,2,0,0,0,0
2020-10-01,"11370",19,10,5,2,0,2,0,0,0,0
2020-10-01,"11372",42,24,5,7,1,3,0,0,0,0
2020-10-01,"11373",49,24,10,7,3,3,1,0,0,0
2020-10-01,"11374",12,10,11,8,2,1,0,0,0,0
2020-10-01,"11375",22,28,23,15,4,4,0,0,0,0
2020-10-01,"11377",49,37,10,7,5,4,0,0,0,0
2020-10-01,"11378",25,22,14,14,2,1,0,0,0,0
2020-10-01,"11379",14,11,5,10,1,0,1,0,0,0
2020-10-01,"11385",57,40,19,13,6,3,1,0,0,0
2020-10-01,"11411",22,6,2,2,1,2,0,0,0,0
2020-10-01,"11412",28,14,3,6,2,4,2,0,0,0
2020-10-01,"11413",39,9,12,8,4,3,0,0,0,0
2020-10-01,"11414",6,12,5,1,5,0,0,0,0,0
2020-10-01,"11415",9,1,0,1,0,1,0,0,0,0
