"year_month","zip_code","accident_count","light_signal_based_complaint_open_less_than_1_week","road_infra_based_complaint_open_less_than_1_month","road_infra_based_complaint_open_less_than_1_week","light_signal_based_complaint_open_less_than_1_month","light_signal_based_complaint_open_a_month_or_more","road_infra_based_complaint_open_a_month_or_more","dep_infra_based_complaint_open_less_than_1_week","dep_infra_based_complaint_open_less_than_1_month","dep_infra_based_complaint_open_a_month_or_more"
2019-01-01,"11208",167,31,2,61,2,6,0,0,0,0
2019-01-01,"11209",68,32,1,54,1,1,0,0,0,0
2019-01-01,"11210",94,18,0,28,2,0,0,0,0,0
2019-01-01,"11211",113,26,0,38,3,3,0,0,0,0
2019-01-01,"11212",122,42,1,36,2,5,0,0,0,0
2019-01-01,"11213",99,36,3,45,3,9,0,0,0,0
2019-01-01,"11214",78,46,1,22,0,3,0,0,0,0
2019-01-01,"11215",84,92,1,63,6,5,1,0,0,0
2019-01-01,"11216",57,27,1,29,2,3,0,0,0,0
2019-01-01,"11217",85,36,1,37,3,5,0,0,0,0
2019-01-01,"11218",77,40,2,31,0,5,0,0,0,0
2019-01-01,"11219",79,77,2,39,2,8,1,0,0,0
2019-01-01,"11220",98,75,1,40,5,10,0,0,0,0
2019-01-01,"11221",71,53,2,63,5,1,0,0,0,0
2019-01-01,"11222",58,16,1,40,4,3,0,0,0,0
2019-01-01,"11223",89,35,1,25,0,1,2,0,0,0
2019-01-01,"11224",38,7,1,32,3,1,1,0,0,0
2019-01-01,"11225",41,33,1,21,1,2,0,0,0,0
2019-01-01,"11226",124,29,3,27,5,2,0,0,0,0
2019-01-01,"11228",47,30,0,16,0,8,0,0,0,0
2019-01-01,"11229",73,35,4,43,3,2,2,0,0,0
2019-01-01,"11230",111,18,2,28,2,2,1,0,0,0
2019-01-01,"11231",44,23,5,30,4,2,0,0,0,0
2019-01-01,"11232",59,39,0,56,1,3,0,0,0,0
2019-01-01,"11233",94,61,3,42,4,3,0,0,0,0
2019-01-01,"11234",164,37,4,51,1,1,0,0,0,0
2019-01-01,"11235",100,27,4,38,0,6,0,0,0,0
2019-01-01,"11236",162,19,1,87,1,1,1,0,0,0
2019-01-01,"11237",71,16,2,46,2,0,1,0,0,0
2019-01-01,"11238",67,55,1,30,0,2,2,0,0,0
2019-01-01,"11239",34,5,1,5,0,0,0,0,0,0
2019-01-01,"11249",55,14,1,10,0,0,0,0,0,0
2019-01-01,"10000",5,0,0,3,0,0,0,0,0,0
2019-01-01,"10001",111,1,0,41,0,1,2,0,0,0
2019-01-01,"10002",100,16,2,37,2,2,1,0,0,0
2019-01-01,"10003",68,2,2,28,0,0,1,0,0,0
2019-01-01,"10004",25,9,1,8,0,1,0,0,0,0
2019-01-01,"10005",8,6,0,1,1,0,0,0,0,0
2019-01-01,"10006",8,1,0,2,0,0,0,0,0,0
2019-01-01,"10007",29,11,0,10,0,1,0,0,0,0
2019-01-01,"10009",31,1,1,22,0,0,0,0,0,0
2019-01-01,"10010",67,0,0,35,0,1,1,0,0,0
2019-01-01,"10011",75,3,1,37,0,1,2,0,0,0
2019-01-01,"10012",47,5,0,11,0,1,0,0,0,0
2019-01-01,"10013",108,18,2,24,0,2,1,0,0,0
2019-01-01,"10014",33,11,1,18,3,3,2,0,0,0
2019-01-01,"10016",120,0,1,59,0,4,4,0,0,0
2019-01-01,"10017",65,0,1,23,0,3,1,0,0,0
2019-01-01,"10018",75,1,0,12,0,1,1,0,0,0
2019-01-01,"10019",131,1,0,33,0,1,3,0,0,0
2019-01-01,"10020",3,0,0,0,0,0,0,0,0,0
2019-01-01,"10021",34,1,1,22,0,2,1,0,0,0
2019-01-01,"10022",111,1,0,59,0,2,2,0,0,0
2019-01-01,"10023",53,3,1,29,0,0,2,0,0,0
2019-01-01,"10024",36,0,0,34,0,0,2,0,0,0
